author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label
@adralia23,2026-04-04T00:55:16Z,1,"■ MBG Menciptakan Lap Kerja & Gaji:

Tiap SPPG dibutuhkan 18-25 staf, dg gaji:
· Supervisor/Kepala Dapur: Rp4 - 7 juta
· Ahli Gizi & Akuntan: ± Rp5 juta 
· Juru Masak Utama: Rp3 - 5 juta
· Asisten Koki/Prep/Packing: Rp2 - 3,8 juta
· Driver/Petugas Distribusi: Rp2,5 - 4,5 juta
· Bagian Cuci & Sanitasi: Rp2 - 3 juta

--> Semuanya dikali x 24.000-an SPPG (Feb 2025)
--> inilah gaji yg diterima masyarakat/bln berkat program MBG

■ MBG Mensejahterakan Pedagang Sayur & Pasar Lokal:

Kebutuhan 1 SPPG untuk sekali masak (melayani ±3.000 penerima) sangat besar :

· Telur: 3.000 - 3.300 butir (disediakan 2 kali seminggu)
· Ayam: 350 ekor (setara 2,6 ton per bulan)
· Beras: 5 ton per bulan
· Sayur: 350 kg
· Susu: 450 liter

--> ini dikali 24.000-an SPPG, total.ada 61Jt-an penerima makanan MBG se-Indonesia (Feb 2025)

--> Dana yang beredar sangat besar. Sekitar 70% anggaran SPPG (Rp1 miliar/bulan) digunakan untuk belanja bahan baku, yang 95-99% bersumber dari produk pertanian lokal .

■ TESTIMONI:

• Kadin Indonesia mencatat sektor pertanian dan peternakan mengalami pertumbuhan berkat program ini.

• Kenaikan Harga Komoditas: Wali Kota Tangerang secara spesifik menyebut bahwa program MBG berkontribusi pada kenaikan harga komoditas seperti cabai, telur, dan ayam, yang secara langsung menguntungkan petani dan pedagang.

• Perubahan Kebiasaan: Petani yang sempat berhenti mulai menanam lagi karena ada jaminan pembelian, bahkan ada yang mengubah pola tanam untuk memenuhi permintaan SPPG.

• Pasar Pasti (Captive Market): 
Banyak SPPG yang memenuhi 85% kebutuhan pangannya dari radius terdekat.

• Pemasok Lokal: Setiap SPPG memberdayakan minimal 15 pemasok lokal, mulai dari petani sayur, pemasok telur, hingga distributor ayam .

■ KESIMPULAN:

• Program ini membuka lapangan kerja massal, terutama bagi warga lokal dan ibu rumah tangga, dengan pendapatan signifikan di atas rata-rata upah harian.

• Program ini mengubah SPPG menjadi ""denyut nadi ekonomi baru"" di tingkat desa, menciptakan ekosistem yang melibatkan petani, pedagang pasar, dan koperasi desa.",True,lmcwEO9Lqe8,mbg menciptakan lap kerja gaji tiap sppg dibutuhkan staf dg gaji supervisor kepala dapur rp juta ahli gizi akuntan rp juta juru masak utama rp juta asisten koki prep packing rp juta driver petugas distribusi rp juta bagian cuci sanitasi rp juta semuanya dikali x an sppg feb inilah gaji yg diterima masyarakat bln berkat program mbg mbg mensejahterakan pedagang sayur pasar lokal kebutuhan sppg untuk sekali masak melayani penerima sangat besar telur butir disediakan kali seminggu ayam ekor setara ton per bulan beras ton per bulan sayur kg susu liter ini dikali an sppg total ada jt an penerima makanan mbg se indonesia feb dana yang beredar sangat besar sekitar anggaran sppg rp miliar bulan digunakan untuk belanja bahan baku yang bersumber dari produk pertanian lokal testimoni kadin indonesia mencatat sektor pertanian dan peternakan mengalami pertumbuhan berkat program ini kenaikan harga komoditas wali kota tangerang secara spesifik menyebut bahwa program mbg berkontribusi pada kenaikan harga komoditas seperti cabai telur dan ayam yang secara langsung menguntungkan petani dan pedagang perubahan kebiasaan petani yang sempat berhenti mulai menanam lagi karena ada jaminan pembelian bahkan ada yang mengubah pola tanam untuk memenuhi permintaan sppg pasar pasti captive market banyak sppg yang memenuhi kebutuhan pangannya dari radius terdekat pemasok lokal setiap sppg memberdayakan minimal pemasok lokal mulai dari petani sayur pemasok telur hingga distributor ayam kesimpulan program ini membuka lapangan kerja massal terutama bagi warga lokal dan ibu rumah tangga dengan pendapatan signifikan di atas rata rata upah harian program ini mengubah sppg menjadi denyut nadi ekonomi baru di tingkat desa menciptakan ekosistem yang melibatkan petani pedagang pasar dan koperasi desa,makan bergizi gratis menciptakan lap kerja gaji tiap sppg dibutuhkan staf dg gaji supervisor kepala dapur rp juta ahli gizi akuntan rp juta juru masak utama rp juta asisten koki prep packing rp juta driver petugas distribusi rp juta bagian cuci sanitasi rp juta semuanya dikali x an sppg feb inilah gaji yang diterima masyarakat bln berkat program makan bergizi gratis makan bergizi gratis mensejahterakan pedagang sayuran pasar lokal kebutuhan sppg untuk sekali masak melayani penerima sangat besar telur butir disediakan kali seminggu ayam ekor setara ton per bulan beras ton per bulan sayuran kg susu liter ini dikali an sppg total ada jt an penerima makanan makan bergizi gratis se indonesia feb dana yang beredar sangat besar sekitar anggaran sppg rp miliar bulan digunakan untuk belanja bahan baku yang bersumber dari produk pertanian lokal testimoni kadin indonesia mencatat sektor pertanian dan peternakan mengalami pertumbuhan berkat program ini kenaikan harga komoditas wali kota tangerang secara spesifik menyebut bahwa program makan bergizi gratis berkontribusi pada kenaikan harga komoditas seperti cabai telur dan ayam yang secara langsung menguntungkan petani dan pedagang perubahan kebiasaan petani yang sempat berhenti mulai menanam lagi karena ada jaminan pembelian bahkan ada yang mengubah pola tanam untuk memenuhi permintaan sppg pasar pasti captive market banyak sppg yang memenuhi kebutuhan pangannya dari radius terdekat pemasok lokal setiap sppg memberdayakan minimal pemasok lokal mulai dari petani sayuran pemasok telur hingga distributor ayam kesimpulan program ini membuka lapangan kerja massal terutama bagi warga lokal dan ibu rumah tangga dengan pendapatan signifikan di atas rata rata upah harian program ini mengubah sppg menjadi denyut nadi ekonomi baru di tingkat desa menciptakan ekosistem yang melibatkan petani pedagang pasar dan koperasi desa,makan bergizi gratis menciptakan lap gaji sppg dibutuhkan staf dg gaji supervisor kepala dapur rp juta ahli gizi akuntan rp juta juru masak utama rp juta asisten koki prep packing rp juta driver petugas distribusi rp juta cuci sanitasi rp juta dikali an sppg feb gaji diterima masyarakat bln berkat program makan bergizi gratis makan bergizi gratis mensejahterakan pedagang sayuran pasar lokal kebutuhan sppg masak melayani penerima telur butir disediakan seminggu ayam ekor setara ton beras ton sayuran kg susu liter dikali an sppg total jt an penerima makanan makan bergizi gratis indonesia feb dana beredar anggaran sppg rp miliar belanja bahan baku bersumber produk pertanian lokal testimoni kadin indonesia mencatat sektor pertanian peternakan mengalami pertumbuhan berkat program kenaikan harga komoditas wali kota tangerang spesifik menyebut program makan bergizi gratis berkontribusi kenaikan harga komoditas cabai telur ayam menguntungkan petani pedagang perubahan kebiasaan petani berhenti menanam jaminan pembelian mengubah pola tanam memenuhi permintaan sppg pasar captive market sppg memenuhi kebutuhan pangannya radius terdekat pemasok lokal sppg memberdayakan minimal pemasok lokal petani sayuran pemasok telur distributor ayam kesimpulan program membuka lapangan massal warga lokal rumah tangga pendapatan signifikan rata rata upah harian program mengubah sppg denyut nadi ekonomi tingkat desa menciptakan ekosistem melibatkan petani pedagang pasar koperasi desa,Negatif
@dandyamarta713,2026-04-04T01:53:06Z,0,"Saya sudah mengingatkan LEBIK DAN BIJAK MBG DI HILANGKAN SAJA  ,BERJALAN SRPERTI BIASANYA  MBG BANYAK MASALAH DAN RUMIT",True,lmcwEO9Lqe8,saya sudah mengingatkan lebik dan bijak mbg di hilangkan saja berjalan srperti biasanya mbg banyak masalah dan rumit,saya sudah mengingatkan lebik dan bijak makan bergizi gratis di hilangkan saja berjalan srperti biasanya makan bergizi gratis banyak masalah dan rumit,lebik bijak makan bergizi gratis hilangkan berjalan srperti makan bergizi gratis rumit,Netral
@FinanceEnthusiastINA,2026-03-25T11:50:21Z,2,"Kalau boleh usul, diitung lagi yuk 1 SPPG bisa buat kasih pendidikan gratis buat berapa anak. Supaya makin banyak yang bisa sekolah, bukan cuma bisa makan",True,lmcwEO9Lqe8,kalau boleh usul diitung lagi yuk sppg bisa buat kasih pendidikan gratis buat berapa anak supaya makin banyak yang bisa sekolah bukan cuma bisa makan,kalau boleh usul diitung lagi yuk sppg bisa buat kasih pendidikan gratis buat berapa anak supaya makin banyak yang bisa sekolah bukan cuma bisa makan,usul diitung sppg kasih pendidikan gratis anak sekolah makan,Netral
@NgomonginUang,2026-03-25T11:52:21Z,0,Yuk kita Up supaya pihak berwenang dapet insight nya 🎉,True,lmcwEO9Lqe8,yuk kita up supaya pihak berwenang dapet insight nya,yuk kita up supaya pihak berwenang dapet insight nya,up berwenang dapet insight,Tidak Berlabel
@addzifimochamadgumelar2153,2026-03-25T23:06:51Z,0,"​@NgomonginUangngomo kenapa reply / up komen2 yg kontra terus ya? perihal isi video pun, yg pro2 dijelasin dengan detail. tapi yg kontra cuman diakhiri dengan pertanyaan2 bukan data kongkrit. apa memang belum punya datanya? apa memang kalah data sama yg pro? yg pro lebih jago memaparkan data2nya?",True,lmcwEO9Lqe8,kenapa reply up komen yg kontra terus ya perihal isi video pun yg pro dijelasin dengan detail tapi yg kontra cuman diakhiri dengan pertanyaan bukan data kongkrit apa memang belum punya datanya apa memang kalah data sama yg pro yg pro lebih jago memaparkan data nya,kenapa reply up komen yang kontra terus ya perihal isi video pun yang pro dijelasin dengan detail tapi yang kontra cuman diakhiri dengan pertanyaan bukan data kongkrit apa memang belum punya datanya apa memang kalah data sama yang pro yang pro lebih jago memaparkan data nya,up komen kontra perihal isi pro dijelasin detail kontra cuman data kongkrit datanya kalah data pro pro jago memaparkan data,Pertanyaan
@NgomonginUang,2026-03-25T23:10:15Z,0,"Justru karena yang pro biasanya sudah punya data & narasi yang kuat, diskusi jadi lebih sehat kalau sisi yang masih “abu-abu” juga diangkat.
Karena dalam kebijakan publik: yang sering bikin masalah itu bukan yang sudah jelas, tapi yang belum diuji di lapangan
Makanya kita dorong supaya sama-sama dikritisi, bukan ditelan mentah. 
Kita di sini bukan lagi cari siapa yang paling benar, tapi:  gimana program sebesar ini bisa benar-benar bermanfaat tanpa efek samping besar
Karena pada akhirnya, yang kena dampaknya ya masyarakat juga.",True,lmcwEO9Lqe8,justru karena yang pro biasanya sudah punya data narasi yang kuat diskusi jadi lebih sehat kalau sisi yang masih abu abu juga diangkat karena dalam kebijakan publik yang sering bikin masalah itu bukan yang sudah jelas tapi yang belum diuji di lapangan makanya kita dorong supaya sama sama dikritisi bukan ditelan mentah kita di sini bukan lagi cari siapa yang paling benar tapi gimana program sebesar ini bisa benar benar bermanfaat tanpa efek samping besar karena pada akhirnya yang kena dampaknya ya masyarakat juga,justru karena yang pro biasanya sudah punya data narasi yang kuat diskusi jadi lebih sehat kalau sisi yang masih abu abu juga diangkat karena dalam kebijakan publik yang sering bikin masalah itu bukan yang sudah jelas tapi yang belum diuji di lapangan makanya kita dorong supaya sama sama dikritisi bukan ditelan mentah kita di sini bukan lagi cari siapa yang paling benar tapi gimana program sebesar ini bisa benar benar bermanfaat tanpa efek samping besar karena pada akhirnya yang kena dampaknya ya masyarakat juga,pro data narasi kuat diskusi sehat sisi abu abu diangkat kebijakan publik bikin diuji lapangan dorong dikritisi ditelan mentah cari gimana program bermanfaat efek samping dampaknya masyarakat,Positif
@addzifimochamadgumelar2153,2026-03-25T23:17:24Z,0,"​@NgomonginUangiya saya paham itu makannya saya ngeduga apa karna data2 dari sisi kontra masih kurang? atau masih ragu2? atau masih takut2? tapi kyknya emang masih kurang aja data2nya makannya cuman bisa lempar2 pertanyaan. 

perbanyak lagi risetnya ya luna, next video bandingin head by head data konkrit antara pro & kontra. busa dimulai dengan finalisasi data2 dari jawaban atas pertanyaan2 yg kamu ajuin di video ini. jangan mentah videonya 😊",True,lmcwEO9Lqe8,saya paham itu makannya saya ngeduga apa karna data dari sisi kontra masih kurang atau masih ragu atau masih takut tapi kyknya emang masih kurang aja data nya makannya cuman bisa lempar pertanyaan perbanyak lagi risetnya ya luna next video bandingin head by head data konkrit antara pro kontra busa dimulai dengan finalisasi data dari jawaban atas pertanyaan yg kamu ajuin di video ini jangan mentah videonya,saya paham itu makannya saya ngeduga apa karna data dari sisi kontra masih kurang atau masih ragu atau masih takut tapi kyknya memang masih kurang saja data nya makannya cuman bisa lempar pertanyaan perbanyak lagi risetnya ya luna next video bandingin head by head data konkrit antara pro kontra busa dimulai dengan finalisasi data dari jawaban atas pertanyaan yang kamu ajuin di video ini jangan mentah videonya,paham makannya ngeduga karna data sisi kontra ragu takut kyknya data makannya cuman lempar perbanyak risetnya luna next bandingin head by head data konkrit pro kontra busa finalisasi data ajuin mentah videonya,Tidak Berlabel
@efndkey,2026-03-25T11:50:07Z,0,"kalau dana sebesar itu bisa buat bikin lapangan kerja yang nyata ya otomatis kesejahteraan masyarakat juga bisa meningkat, baik dari gizi, pendidikan, kesehatan",True,lmcwEO9Lqe8,kalau dana sebesar itu bisa buat bikin lapangan kerja yang nyata ya otomatis kesejahteraan masyarakat juga bisa meningkat baik dari gizi pendidikan kesehatan,kalau dana sebesar itu bisa buat bikin lapangan kerja yang nyata ya otomatis kesejahteraan masyarakat juga bisa meningkat baik dari gizi pendidikan kesehatan,dana bikin lapangan otomatis kesejahteraan masyarakat meningkat gizi pendidikan kesehatan,Netral
@NgomonginUang,2026-03-25T11:51:56Z,0,"Menarik 🍵 Kira kira, apa yaa yang potensial dikembangin ditengah huru hara dunia sekarang ini 🤔",True,lmcwEO9Lqe8,menarik kira kira apa yaa yang potensial dikembangin ditengah huru hara dunia sekarang ini,menarik kira kira apa yaa yang potensial dikembangin ditengah huru hara dunia sekarang ini,menarik potensial dikembangin ditengah huru hara dunia,Tidak Berlabel
@ramadhan7695,2026-03-25T13:04:16Z,0,"MBG itu membuat lapangan kerja dr setiap SPPG nya, sistem MBG harus dibenahi",True,lmcwEO9Lqe8,mbg itu membuat lapangan kerja dr setiap sppg nya sistem mbg harus dibenahi,makan bergizi gratis itu membuat lapangan kerja dari setiap sppg nya sistem makan bergizi gratis harus dibenahi,makan bergizi gratis lapangan sppg sistem makan bergizi gratis dibenahi,Netral
@NgomonginUang,2026-03-25T23:15:31Z,0,"Ini menarik, karena di satu sisi: MBG bisa jadi stimulus ekonomi mikro
Tapi di sisi lain: kalau nggak efisien, multiplier effect-nya jadi kecil
Jadi ujungnya bukan cuma “ada lapangan kerja atau nggak”, tapi: seberapa besar dampaknya dibanding biaya yang dikeluarkan",True,lmcwEO9Lqe8,ini menarik karena di satu sisi mbg bisa jadi stimulus ekonomi mikro tapi di sisi lain kalau nggak efisien multiplier effect nya jadi kecil jadi ujungnya bukan cuma ada lapangan kerja atau nggak tapi seberapa besar dampaknya dibanding biaya yang dikeluarkan,ini menarik karena di satu sisi makan bergizi gratis bisa jadi stimulus ekonomi mikro tapi di sisi lain kalau tidak efisien multiplier effect nya jadi kecil jadi ujungnya bukan cuma ada lapangan kerja atau tidak tapi seberapa besar dampaknya dibanding biaya yang dikeluarkan,menarik sisi makan bergizi gratis stimulus ekonomi mikro sisi efisien multiplier effect ujungnya lapangan dampaknya dibanding biaya dikeluarkan,Netral
@ramadhan7695,2026-03-26T14:34:46Z,0,"@NgomonginUang bisa juga channel ini memberi saran secara terbuka agar MBG lebih memiliki multiplier effect yg besar, dengan cara2 yang bisa dilakukan oleh Negara dengan segera, sehingga msyarakat dibawah punya pekerjaan dan uang. serta dijelaskan juga dampak JUDOL yang merusak hasil pendapatan masyarakat. karena percuma dapat Uang tapi habis untuk JUDOL",True,lmcwEO9Lqe8,bisa juga channel ini memberi saran secara terbuka agar mbg lebih memiliki multiplier effect yg besar dengan cara yang bisa dilakukan oleh negara dengan segera sehingga msyarakat dibawah punya pekerjaan dan uang serta dijelaskan juga dampak judol yang merusak hasil pendapatan masyarakat karena percuma dapat uang tapi habis untuk judol,bisa juga channel ini memberi saran secara terbuka agar makan bergizi gratis lebih memiliki multiplier effect yang besar dengan cara yang bisa dilakukan oleh negara dengan segera sehingga msyarakat dibawah punya pekerjaan dan uang serta dijelaskan juga dampak judol yang merusak hasil pendapatan masyarakat karena percuma dapat uang tapi habis untuk judol,saran terbuka makan bergizi gratis memiliki multiplier effect negara msyarakat dibawah pekerjaan uang dampak judol merusak hasil pendapatan masyarakat uang habis judol,Kritik
@noeriskandar8015,2026-03-25T11:48:44Z,0,"Program MBG malah jd beban APBN/ APBD.
Lihat aja di pemerintahan ada pemangkasan anggaran utk setiap  dinas, kntr.
Blm lg skrg skrg ktnya BPJS, BAZNAS jg akan membantu dlm hal anggaran.
Ada lg skrg program koperasi merah putih.
Hancurlah negeri ini",True,lmcwEO9Lqe8,program mbg malah jd beban apbn apbd lihat aja di pemerintahan ada pemangkasan anggaran utk setiap dinas kntr blm lg skrg skrg ktnya bpjs baznas jg akan membantu dlm hal anggaran ada lg skrg program koperasi merah putih hancurlah negeri ini,program makan bergizi gratis malah jd beban apbn apbd lihat saja di pemerintahan ada pemangkasan anggaran untuk setiap dinas kntr belum lg sekarang sekarang ktnya bpjs baznas juga akan membantu dlm hal anggaran ada lg sekarang program koperasi merah putih hancurlah negeri ini,program makan bergizi gratis jd beban apbn apbd pemerintahan pemangkasan anggaran dinas kntr lg ktnya bpjs baznas membantu dlm anggaran lg program koperasi merah putih hancurlah negeri,Positif
@NgomonginUang,2026-03-25T11:49:37Z,0,Menurut kamu nih.. apa program yang mestinya diutamain jika MBG ini gak worth to do?,True,lmcwEO9Lqe8,menurut kamu nih apa program yang mestinya diutamain jika mbg ini gak worth to do,menurut kamu ini apa program yang mestinya diutamain jika makan bergizi gratis ini tidak worth to do,program mestinya diutamain makan bergizi gratis worth to do,Netral
@TahtaHelga,2026-03-25T11:48:14Z,0,"Nggak anti sama programnya, tapi jujur perlu diperbaiki tata kelolanya dari hulu ke hilir. Untuk saat ini, mungkin bisa direalokasi ke prioritas lainnya min",True,lmcwEO9Lqe8,nggak anti sama programnya tapi jujur perlu diperbaiki tata kelolanya dari hulu ke hilir untuk saat ini mungkin bisa direalokasi ke prioritas lainnya min,tidak anti sama programnya tapi jujur perlu diperbaiki tata kelolanya dari hulu ke hilir untuk saat ini mungkin bisa direalokasi ke prioritas lainnya min,anti programnya jujur diperbaiki tata kelolanya hulu hilir direalokasi prioritas min,Positif
@bklarief7280,2026-03-25T13:15:24Z,0,"Klo Bapak Soemitro djojohadikusumo hidup mungkin Dia akan menempeleng Prabowo krna betapa buruk nya Mempertahankan proyek yg konsumtif 
MBG dan Mengimport Mobil dari india demi KDMP ini,  betapa Kurang bijaksananya anak seorang ekonom ulung Menangani Fiskal dan moneter RI😊",True,lmcwEO9Lqe8,klo bapak soemitro djojohadikusumo hidup mungkin dia akan menempeleng prabowo krna betapa buruk nya mempertahankan proyek yg konsumtif mbg dan mengimport mobil dari india demi kdmp ini betapa kurang bijaksananya anak seorang ekonom ulung menangani fiskal dan moneter ri,klo bapak soemitro djojohadikusumo hidup mungkin dia akan menempeleng prabowo krna betapa buruk nya mempertahankan proyek yang konsumtif makan bergizi gratis dan mengimport mobil dari india demi kdmp ini betapa kurang bijaksananya anak seorang ekonom ulung menangani fiskal dan moneter ri,klo soemitro djojohadikusumo hidup menempeleng prabowo krna betapa buruk mempertahankan proyek konsumtif makan bergizi gratis mengimport mobil india kdmp betapa bijaksananya anak ekonom ulung menangani fiskal moneter ri,Negatif
@NgomonginUang,2026-03-25T23:16:25Z,0,"Kalau dilihat dari perspektif ekonomi, biasanya perdebatan di kebijakan publik itu memang ada dua kubu:
yang melihat ini sebagai konsumtif
yang melihat ini sebagai investasi jangka panjang (SDM)
Dua-duanya punya dasar masing-masing.
Yang jadi kunci akhirnya tetap sama: apakah output dari program ini benar-benar sebanding dengan biaya yang dikeluarkan
Karena di situ baru bisa dinilai efektif atau tidaknya.",True,lmcwEO9Lqe8,kalau dilihat dari perspektif ekonomi biasanya perdebatan di kebijakan publik itu memang ada dua kubu yang melihat ini sebagai konsumtif yang melihat ini sebagai investasi jangka panjang sdm dua duanya punya dasar masing masing yang jadi kunci akhirnya tetap sama apakah output dari program ini benar benar sebanding dengan biaya yang dikeluarkan karena di situ baru bisa dinilai efektif atau tidaknya,kalau dilihat dari perspektif ekonomi biasanya perdebatan di kebijakan publik itu memang ada dua kubu yang melihat ini sebagai konsumtif yang melihat ini sebagai investasi jangka panjang sdm dua duanya punya dasar masing masing yang jadi kunci akhirnya tetap sama apakah output dari program ini benar benar sebanding dengan biaya yang dikeluarkan karena di situ baru bisa dinilai efektif atau tidaknya,perspektif ekonomi perdebatan kebijakan publik kubu konsumtif investasi jangka sdm duanya dasar kunci output program sebanding biaya dikeluarkan situ dinilai efektif tidaknya,Netral
@yuhihe,2026-03-25T11:48:11Z,0,"Kita tahu bagian tersulit itu seringnya tentang memulai. Mungkin program ini ikut nasihat yang sama ""mulai aja dulu"" sambil nanti melengkapi dan menyempurnakan programnya.",True,lmcwEO9Lqe8,kita tahu bagian tersulit itu seringnya tentang memulai mungkin program ini ikut nasihat yang sama mulai aja dulu sambil nanti melengkapi dan menyempurnakan programnya,kita tahu bagian tersulit itu seringnya tentang memulai mungkin program ini ikut nasihat yang sama mulai saja dulu sambil nanti melengkapi dan menyempurnakan programnya,tersulit program nasihat melengkapi menyempurnakan programnya,Netral
@NgomonginUang,2026-03-25T11:51:01Z,0,"Semoga bisa berjalan demikian, maka penting sebagai masyarakat untuk bersuara mengawal program dengan dana jumbo ini",True,lmcwEO9Lqe8,semoga bisa berjalan demikian maka penting sebagai masyarakat untuk bersuara mengawal program dengan dana jumbo ini,semoga bisa berjalan demikian maka penting sebagai masyarakat untuk bersuara mengawal program dengan dana jumbo ini,semoga berjalan masyarakat bersuara mengawal program dana jumbo,Positif
@BootWebid,2026-03-25T12:34:57Z,0,"Malah itu adalah hal yang buruk... Sekelas program prioritas negara tanpa persiapan... Seharusnya peternakan ayam, telur, etc udah dipersiapkan dulu jauh jauh hari... Sehingga tidak membuat inflasi sembako... inimah membebani masarakat. 


Lagian bikin program MBG yang memberi makan seluruh siswa itu tidak masuk akal... Dengan pendapatan negara cuma 3000T. 
karena dipaksakan... ujung-ujungnya ekonomi tidak stabil dan melambat. 
Lagi-lagi rakyat yang kena dampaknya 😢",True,lmcwEO9Lqe8,malah itu adalah hal yang buruk sekelas program prioritas negara tanpa persiapan seharusnya peternakan ayam telur etc udah dipersiapkan dulu jauh jauh hari sehingga tidak membuat inflasi sembako inimah membebani masarakat lagian bikin program mbg yang memberi makan seluruh siswa itu tidak masuk akal dengan pendapatan negara cuma t karena dipaksakan ujung ujungnya ekonomi tidak stabil dan melambat lagi lagi rakyat yang kena dampaknya,malah itu adalah hal yang buruk sekelas program prioritas negara tanpa persiapan seharusnya peternakan ayam telur etc sudah dipersiapkan dulu jauh jauh hari sehingga tidak membuat inflasi sembako inimah membebani masarakat lagian bikin program makan bergizi gratis yang memberi makan seluruh siswa itu tidak masuk akal dengan pendapatan negara cuma t karena dipaksakan ujung ujungnya ekonomi tidak stabil dan melambat lagi lagi rakyat yang kena dampaknya,buruk sekelas program prioritas negara persiapan peternakan ayam telur etc dipersiapkan inflasi sembako inimah membebani masarakat bikin program makan bergizi gratis makan siswa akal pendapatan negara dipaksakan ujung ujungnya ekonomi stabil melambat rakyat dampaknya,Negatif
@NgomonginUang,2026-03-25T23:07:45Z,0,"Masuk akal concernnya.
Justru di sini menariknya—program besar seperti ini memang selalu trade-off:
kalau nunggu semuanya siap → program bisa nggak jalan-jalan
kalau dipaksakan jalan → risiko di harga & distribusi
Makanya kuncinya bukan di “mulai atau tidak”, tapi di: 👉 seberapa rapi eksekusinya di lapangan
Karena yang paling mahal dari program besar itu bukan niatnya, tapi kebocoran & salah desainnya.",True,lmcwEO9Lqe8,masuk akal concernnya justru di sini menariknya program besar seperti ini memang selalu trade off kalau nunggu semuanya siap program bisa nggak jalan jalan kalau dipaksakan jalan risiko di harga distribusi makanya kuncinya bukan di mulai atau tidak tapi di seberapa rapi eksekusinya di lapangan karena yang paling mahal dari program besar itu bukan niatnya tapi kebocoran salah desainnya,masuk akal concernnya justru di sini menariknya program besar seperti ini memang selalu trade off kalau nunggu semuanya siap program bisa tidak jalan jalan kalau dipaksakan jalan risiko di harga distribusi makanya kuncinya bukan di mulai atau tidak tapi di seberapa rapi eksekusinya di lapangan karena yang paling mahal dari program besar itu bukan niatnya tapi kebocoran salah desainnya,akal concernnya menariknya program trade off nunggu program jalan jalan dipaksakan jalan risiko harga distribusi kuncinya rapi eksekusinya lapangan mahal program niatnya kebocoran salah desainnya,Negatif
@KousakaMayumi,2026-03-25T11:47:05Z,1,Pinter kagak gendut iya wkwkwk,True,lmcwEO9Lqe8,pinter kagak gendut iya wkwkwk,pinter tidak gendut iya,pinter gendut iya,Tidak Berlabel
@satriow4254,2026-03-25T11:45:16Z,0,"Menu nya juga bisa jomplang bgt tiap daerah. Ini dapurnya yg emg asal bikin atau ada oknum  yg motong dananya tuh rasanya abu-abu semua. Ga ada pengawasan, ga ada transparansi. Gimana rakyat mau percaya",True,lmcwEO9Lqe8,menu nya juga bisa jomplang bgt tiap daerah ini dapurnya yg emg asal bikin atau ada oknum yg motong dananya tuh rasanya abu abu semua ga ada pengawasan ga ada transparansi gimana rakyat mau percaya,menu nya juga bisa jomplang banget tiap daerah ini dapurnya yang memang asal bikin atau ada oknum yang motong dananya itu rasanya abu abu semua tidak ada pengawasan tidak ada transparansi gimana rakyat mau percaya,menu jomplang banget daerah dapurnya bikin oknum motong dananya abu abu pengawasan transparansi gimana rakyat percaya,Pertanyaan
@NgomonginUang,2026-03-25T11:50:15Z,0,"🍵 selalu ada celah, dan.. rasanya semua orang tau celah ini, tinggal mau atau enggak nambel celah itu",True,lmcwEO9Lqe8,selalu ada celah dan rasanya semua orang tau celah ini tinggal mau atau enggak nambel celah itu,selalu ada celah dan rasanya semua orang tau celah ini tinggal mau atau enggak nambel celah itu,celah tau celah tinggal nambel celah,Tidak Berlabel
@Matahari-n2r,2026-03-25T11:44:46Z,20,"LEBIH BAIK , SOKOLAH GRATIS , 
AKAL PINTAR .",True,lmcwEO9Lqe8,lebih baik sokolah gratis akal pintar,lebih baik sokolah gratis akal pintar,sokolah gratis akal pintar,Tidak Berlabel
@Matahari-n2r,2026-03-26T05:24:49Z,1,"​@WekaYara
TAPI LEBIH BAIK , DARIPADA KE KELOSET
MENDING KE OTAK",True,lmcwEO9Lqe8,tapi lebih baik daripada ke keloset mending ke otak,tapi lebih baik daripada ke keloset mending ke otak,keloset mending otak,Tidak Berlabel
@giyosugihmulya5378,2026-03-26T06:48:24Z,0,"​@WekaYaraya diperkuat pengawasan,gitu aja gabisa mikir",True,lmcwEO9Lqe8,diperkuat pengawasan gitu aja gabisa mikir,diperkuat pengawasan gitu saja gabisa mikir,diperkuat pengawasan gitu gabisa mikir,Tidak Berlabel
@Matahari-n2r,2026-03-26T10:24:53Z,4,"​@FahriYain
KUALITAS DI TINGKATKAN BOS ,",True,lmcwEO9Lqe8,kualitas di tingkatkan bos,kualitas di tingkatkan bos,kualitas tingkatkan bos,Kritik
@rickychandra7767,2026-03-25T11:44:06Z,0,Ada Cendol 5 ons yg nerima dana Open Society Fondation,True,lmcwEO9Lqe8,ada cendol ons yg nerima dana open society fondation,ada cendol ons yang nerima dana open society fondation,cendol ons nerima dana open society fondation,Tidak Berlabel
@isalutfi,2026-03-25T11:41:01Z,18,"Halo Luna. Ikut menyimak. Terima kasih Ngomu sudah membahas tentang Program Makan Bergizi Gratis (MBG), menjadi solusi ekonomi atau beban negara.",True,lmcwEO9Lqe8,halo luna ikut menyimak terima kasih ngomu sudah membahas tentang program makan bergizi gratis mbg menjadi solusi ekonomi atau beban negara,halo luna ikut menyimak terima kasih ngomu sudah membahas tentang program makan bergizi gratis makan bergizi gratis menjadi solusi ekonomi atau beban negara,luna menyimak terima kasih ngomu membahas program makan bergizi gratis makan bergizi gratis solusi ekonomi beban negara,Positif
