author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label,label_id,label_indobert,confidence
@Arif.Prasetyo-it8qv,2026-04-17T07:18:54Z,0,"MBG proyek tahan malu,  terlanjur janji omon2 sambil ngibulin 58% yg malas berpikir cerdas.",True,lmcwEO9Lqe8,mbg proyek tahan malu terlanjur janji omon sambil ngibulin yg malas berpikir cerdas,makan bergizi gratis proyek tahan malu terlanjur janji omon sambil ngibulin yang malas berpikir cerdas,makan bergizi gratis proyek tahan malu terlanjur janji omon ngibulin malas berpikir cerdas,Netral,2,Netral,0.9735008478164673
@Majups,2026-04-17T03:26:23Z,0,Bukan MBG tapi MUPR (makanan uang pajak rakyat),True,lmcwEO9Lqe8,bukan mbg tapi mupr makanan uang pajak rakyat,bukan makan bergizi gratis tapi mupr makanan uang pajak rakyat,makan bergizi gratis mupr makanan uang pajak rakyat,Netral,2,Netral,0.9712783694267273
@BapakKrawan,2026-04-17T02:12:53Z,0,"Kalau maha siswa anaknya orang mudah cari makan, jadi. Nggak bingung",True,lmcwEO9Lqe8,kalau maha siswa anaknya orang mudah cari makan jadi nggak bingung,kalau maha siswa anaknya orang mudah cari makan jadi tidak bingung,maha siswa anaknya mudah cari makan bingung,Netral,2,Netral,0.9576970338821411
@BapakKrawan,2026-04-17T02:08:03Z,0,Makan Dibarak TNI itu lo banyak yang iri hati pemasak apalagi MBG,True,lmcwEO9Lqe8,makan dibarak tni itu lo banyak yang iri hati pemasak apalagi mbg,makan dibarak tni itu kamu banyak yang iri hati pemasak apalagi makan bergizi gratis,makan dibarak tni iri hati pemasak makan bergizi gratis,Netral,2,Netral,0.9714725613594055
@BapakKrawan,2026-04-17T02:07:01Z,0,Tidak semua anak pagi bisa makan ada anak Mts negri rejoso Pasuruan ibunya  tidak punya pekerjaan nenek jual kue ditaruh di warung itu lo bisa sekolah,True,lmcwEO9Lqe8,tidak semua anak pagi bisa makan ada anak mts negri rejoso pasuruan ibunya tidak punya pekerjaan nenek jual kue ditaruh di warung itu lo bisa sekolah,tidak semua anak pagi bisa makan ada anak mts negri rejoso pasuruan ibunya tidak punya pekerjaan nenek jual kue ditaruh di warung itu kamu bisa sekolah,anak pagi makan anak mts negri rejoso pasuruan ibunya pekerjaan nenek jual kue ditaruh warung sekolah,Netral,2,Netral,0.9767451882362366
@RanggaNaufalino,2026-04-16T17:59:55Z,0,Sebagai petani saya setuju dgn program mbg karena bisa menyerap hasil dari pertanian terutama sayur dan buah. Intinya yang penting Brantas tuntas para koruptor. Jika pemerintah berhasil memberantas korupsi jangankan mbg untuk para siswa seluruh WNI dikasih mbg pun ada kok uang. Indonesia banyak hutang bukan karna indonesia miskin tp krna pejabatnya banyak yang korup.,True,lmcwEO9Lqe8,sebagai petani saya setuju dgn program mbg karena bisa menyerap hasil dari pertanian terutama sayur dan buah intinya yang penting brantas tuntas para koruptor jika pemerintah berhasil memberantas korupsi jangankan mbg untuk para siswa seluruh wni dikasih mbg pun ada kok uang indonesia banyak hutang bukan karna indonesia miskin tp krna pejabatnya banyak yang korup,sebagai petani saya setuju dengan program makan bergizi gratis karena bisa menyerap hasil dari pertanian terutama sayuran dan buah intinya yang penting brantas tuntas para koruptor jika pemerintah berhasil memberantas korupsi jangankan makan bergizi gratis untuk para siswa seluruh wni dikasih makan bergizi gratis pun ada kok uang indonesia banyak hutang bukan karna indonesia miskin tapi krna pejabatnya banyak yang korup,petani setuju program makan bergizi gratis menyerap hasil pertanian sayuran buah intinya brantas tuntas koruptor pemerintah berhasil memberantas korupsi makan bergizi gratis siswa wni dikasih makan bergizi gratis uang indonesia hutang karna indonesia miskin krna pejabatnya korup,Positif,4,Positif,0.9760520458221436
@Athaya931,2026-04-16T13:11:13Z,1,"program MBG ini program yg sangat TDK berguna bagi rakyat banyak...
sebetulnya ini program gagal...tapi kok masih di pertahankan...
presidennya sampai GK memperdulikan, bahwa MBG itu sangat membahayakan nyawa anak didik di Indonesia...
Bubarkan MBG...",True,lmcwEO9Lqe8,program mbg ini program yg sangat tdk berguna bagi rakyat banyak sebetulnya ini program gagal tapi kok masih di pertahankan presidennya sampai gk memperdulikan bahwa mbg itu sangat membahayakan nyawa anak didik di indonesia bubarkan mbg,program makan bergizi gratis ini program yang sangat tidak berguna bagi rakyat banyak sebetulnya ini program gagal tapi kok masih di pertahankan presidennya sampai tidak memperdulikan bahwa makan bergizi gratis itu sangat membahayakan nyawa anak didik di indonesia bubarkan makan bergizi gratis,program makan bergizi gratis program berguna rakyat program gagal pertahankan presidennya memperdulikan makan bergizi gratis membahayakan nyawa anak didik indonesia bubarkan makan bergizi gratis,Positif,4,Netral,0.8606995940208435
@virdiawanip2278,2026-04-16T09:13:05Z,0,"fun fact: dasar hukum pelaksanaan MBG yaitu Perpres Nomor 83 Tahun 2024 tentang Badan Gizi Nasional (BGN), yang mana yang menetapkan peraturan tersebut adalah Pria Solo (bisa dicek sendiri di JDIH)",True,lmcwEO9Lqe8,fun fact dasar hukum pelaksanaan mbg yaitu perpres nomor tahun tentang badan gizi nasional bgn yang mana yang menetapkan peraturan tersebut adalah pria solo bisa dicek sendiri di jdih,fun fact dasar hukum pelaksanaan makan bergizi gratis yaitu perpres nomor tahun tentang badan gizi nasional bgn yang mana yang menetapkan peraturan tersebut adalah pria solo bisa dicek sendiri di jdih,fun fact dasar hukum pelaksanaan makan bergizi gratis perpres nomor tahun badan gizi nasional bgn menetapkan peraturan pria solo dicek jdih,Netral,2,Netral,0.9625558853149414
@immanuelpurba7271,2026-04-16T03:20:07Z,1,"Waktu dia masih jadi aktif tentara ajah banyak yg ngk mau kalau dia menjabat pangkat tinggi karena ngk mau mendengarkan nasihat orang lain , nah skrg udah pada kerasa kan gimana keras kepala nya nih orang setelah menjadi orang no 1 di indonesia
Gusdur ajah bilang kalau dia itu ngk boleh di kasih kekuasaan",True,lmcwEO9Lqe8,waktu dia masih jadi aktif tentara ajah banyak yg ngk mau kalau dia menjabat pangkat tinggi karena ngk mau mendengarkan nasihat orang lain nah skrg udah pada kerasa kan gimana keras kepala nya nih orang setelah menjadi orang no di indonesia gusdur ajah bilang kalau dia itu ngk boleh di kasih kekuasaan,waktu dia masih jadi aktif tentara ajah banyak yang ngk mau kalau dia menjabat pangkat tinggi karena ngk mau mendengarkan nasihat orang lain nah sekarang sudah pada kerasa kan gimana keras kepala nya ini orang setelah menjadi orang no di indonesia gusdur ajah bilang kalau dia itu ngk boleh di kasih kekuasaan,waktu aktif tentara ajah ngk menjabat pangkat tinggi ngk mendengarkan nasihat kerasa gimana keras kepala no indonesia gusdur ajah bilang ngk kasih kekuasaan,Pertanyaan,3,Netral,0.5245607495307922
@igirpuntuk8038,2026-04-15T22:24:29Z,0,"Atasi stunting koh MBG anak sekolah,  kuliah di mana ya...",True,lmcwEO9Lqe8,atasi stunting koh mbg anak sekolah kuliah di mana ya,atasi stunting koh makan bergizi gratis anak sekolah kuliah di mana ya,atasi stunting koh makan bergizi gratis anak sekolah kuliah,Netral,2,Netral,0.974907398223877
@ismadi471,2026-04-15T22:10:48Z,0,PROGRAM MENGGARONG UANG RAKYAT,True,lmcwEO9Lqe8,program menggarong uang rakyat,program menggarong uang rakyat,program menggarong uang rakyat,Netral,2,Netral,0.9782339930534363
@MSNOODLE-m4n,2026-04-15T10:01:31Z,0,"Kalau saya mbg merusak UKM
Dan melambung nya sayuran",True,lmcwEO9Lqe8,kalau saya mbg merusak ukm dan melambung nya sayuran,kalau saya makan bergizi gratis merusak ukm dan melambung nya sayuran,makan bergizi gratis merusak ukm melambung sayuran,Netral,2,Netral,0.7517498731613159
@khabibnurmagomedov3682,2026-04-14T21:13:48Z,0,"SEKOLAH BANGUNAN JELEK
DAPUR MBG BAGAI VILLA
JEPANG MAJU KARENA ILMU PENGETAHUAN, IRAN MENYUSUL DENGAN TEKNOLOGI
INDONESIA DENGAN MBG, ITU JUGA DIKORUPSI GAK SESUAI NOMINALNYA
IDE T0L0L SIAPA ITU?
🤣🤣🤣",True,lmcwEO9Lqe8,sekolah bangunan jelek dapur mbg bagai villa jepang maju karena ilmu pengetahuan iran menyusul dengan teknologi indonesia dengan mbg itu juga dikorupsi gak sesuai nominalnya ide t l l siapa itu,sekolah bangunan jelek dapur makan bergizi gratis bagai villa jepang maju karena ilmu pengetahuan iran menyusul dengan teknologi indonesia dengan makan bergizi gratis itu juga dikorupsi tidak sesuai nominalnya ide t l l siapa itu,sekolah bangunan jelek dapur makan bergizi gratis villa jepang maju ilmu pengetahuan iran menyusul teknologi indonesia makan bergizi gratis dikorupsi sesuai nominalnya ide,Negatif,1,Negatif,0.9274125695228577
@budisukahar-q6k6j,2026-04-14T19:38:06Z,0,MBG ladang korupsi atas Nama Negara,True,lmcwEO9Lqe8,mbg ladang korupsi atas nama negara,makan bergizi gratis ladang korupsi atas nama negara,makan bergizi gratis ladang korupsi nama negara,Negatif,1,Negatif,0.9759174585342407
@Dedi-h7o,2026-04-14T13:56:36Z,0,"MBG ladang kurupsi,pintar menciptakan ladang kurupsi.",True,lmcwEO9Lqe8,mbg ladang kurupsi pintar menciptakan ladang kurupsi,makan bergizi gratis ladang kurupsi pintar menciptakan ladang kurupsi,makan bergizi gratis ladang kurupsi pintar menciptakan ladang kurupsi,Netral,2,Netral,0.960294246673584
@muhammadiqbalkopong3448,2026-04-14T13:43:36Z,0,"Tidak ada maanfaat sama sekali.....

Mendingan dana mbg itu untuk guru guru yang mengajar gaji yg tidak sesuai.....

Guru itu napasnya indonesia...tanpa guru dunia tidak akan berkembang",True,lmcwEO9Lqe8,tidak ada maanfaat sama sekali mendingan dana mbg itu untuk guru guru yang mengajar gaji yg tidak sesuai guru itu napasnya indonesia tanpa guru dunia tidak akan berkembang,tidak ada maanfaat sama sekali mendingan dana makan bergizi gratis itu untuk guru guru yang mengajar gaji yang tidak sesuai guru itu napasnya indonesia tanpa guru dunia tidak akan berkembang,maanfaat mendingan dana makan bergizi gratis guru guru mengajar gaji sesuai guru napasnya indonesia guru dunia berkembang,Netral,2,Netral,0.9716238975524902
@harisfauzi8516,2026-04-14T10:20:51Z,0,"Semoga cma pas wowo menjabat aja, selesai jd persiden,bubarin,😢 semoga sblm selesai pemilu bubarin aj, kebanyakan mendarat nya",True,lmcwEO9Lqe8,semoga cma pas wowo menjabat aja selesai jd persiden bubarin semoga sblm selesai pemilu bubarin aj kebanyakan mendarat nya,semoga cma pas wowo menjabat saja selesai jd persiden bubarin semoga sblm selesai pemilu bubarin saja kebanyakan mendarat nya,semoga cma pas wowo menjabat selesai jd persiden bubarin semoga sblm selesai pemilu bubarin kebanyakan mendarat,Positif,4,Positif,0.9749096632003784
@Junaedi-u1x,2026-04-14T09:31:02Z,0,"MBG ini yha untuk kamu dan yang kamu percaya yaitu si kepala BOTAK untuk menjalankan korupsi secara terang terangan, kan masih ada lagi yang direkayasa yang ada kaitanya MBG untuk bisa dikorupsi, inilah pemimpin kita yang sangat rakus.",True,lmcwEO9Lqe8,mbg ini yha untuk kamu dan yang kamu percaya yaitu si kepala botak untuk menjalankan korupsi secara terang terangan kan masih ada lagi yang direkayasa yang ada kaitanya mbg untuk bisa dikorupsi inilah pemimpin kita yang sangat rakus,makan bergizi gratis ini yha untuk kamu dan yang kamu percaya yaitu si kepala botak untuk menjalankan korupsi secara terang terangan kan masih ada lagi yang direkayasa yang ada kaitanya makan bergizi gratis untuk bisa dikorupsi inilah pemimpin kita yang sangat rakus,makan bergizi gratis yha percaya si kepala botak menjalankan korupsi terang terangan direkayasa kaitanya makan bergizi gratis dikorupsi pemimpin rakus,Negatif,1,Negatif,0.949489414691925
@angeldewi85,2026-04-14T07:38:52Z,0,"Fakta korupsi, udah se gede megalodonpun tetap bakal dibela sama prabowo, ingat yg ga ngedukung MBG adalah antek"" asing😅😅😅",True,lmcwEO9Lqe8,fakta korupsi udah se gede megalodonpun tetap bakal dibela sama prabowo ingat yg ga ngedukung mbg adalah antek asing,fakta korupsi sudah se gede megalodonpun tetap bakal dibela sama prabowo ingat yang tidak ngedukung makan bergizi gratis adalah antek asing,fakta korupsi gede megalodonpun dibela prabowo ngedukung makan bergizi gratis antek asing,Positif,4,Negatif,0.9571514129638672
@ummamahevintasaupan2765,2026-04-14T06:38:44Z,0,Tdk akan pernah puas apa yg di lakukan pemerintah bagi penghianat bangsa dan pembenci yg g suka lihat negara sendiri berkembang atau maju😏 untuk pak Prabowo dan pemerintah semangat terus berjuang untuk rakyat💪🇮🇩👍,True,lmcwEO9Lqe8,tdk akan pernah puas apa yg di lakukan pemerintah bagi penghianat bangsa dan pembenci yg g suka lihat negara sendiri berkembang atau maju untuk pak prabowo dan pemerintah semangat terus berjuang untuk rakyat,tidak akan pernah puas apa yang di lakukan pemerintah bagi penghianat bangsa dan pembenci yang g suka lihat negara sendiri berkembang atau maju untuk pak prabowo dan pemerintah semangat terus berjuang untuk rakyat,puas lakukan pemerintah penghianat bangsa pembenci suka negara berkembang maju prabowo pemerintah semangat berjuang rakyat,Positif,4,Positif,0.9600660800933838
@InNdraiyud,2026-04-14T02:23:50Z,0,"MBG itu potret ketidakmampuan pemerintah dalam memperbaiki perekonomian negara. Seolah2 masyarakat dikasih lihat, negara Indonesia ini sejak dibawah pemerintahan prabowo hebat Indonesia bisa memberikan makan bergizi gratis, ekonomi Indonesia surplus. Semuanya dgn cara membelanjakan uang pajak rakyat😂. Dan itu disebut makan bergizi gratis 😂. Disamping itu pemerintah gak mau ngurusin investasi yang menurun dan lapangan kerja yang sedikit, pemerintah selalu mengelak kalo itu semua karena angkatan kerja Indonesia yg tidak kompeten.",True,lmcwEO9Lqe8,mbg itu potret ketidakmampuan pemerintah dalam memperbaiki perekonomian negara seolah masyarakat dikasih lihat negara indonesia ini sejak dibawah pemerintahan prabowo hebat indonesia bisa memberikan makan bergizi gratis ekonomi indonesia surplus semuanya dgn cara membelanjakan uang pajak rakyat dan itu disebut makan bergizi gratis disamping itu pemerintah gak mau ngurusin investasi yang menurun dan lapangan kerja yang sedikit pemerintah selalu mengelak kalo itu semua karena angkatan kerja indonesia yg tidak kompeten,makan bergizi gratis itu potret ketidakmampuan pemerintah dalam memperbaiki perekonomian negara seolah masyarakat dikasih lihat negara indonesia ini sejak dibawah pemerintahan prabowo hebat indonesia bisa memberikan makan bergizi gratis ekonomi indonesia surplus semuanya dengan cara membelanjakan uang pajak rakyat dan itu disebut makan bergizi gratis disamping itu pemerintah tidak mau ngurusin investasi yang menurun dan lapangan kerja yang sedikit pemerintah selalu mengelak kalo itu semua karena angkatan kerja indonesia yang tidak kompeten,makan bergizi gratis potret ketidakmampuan pemerintah memperbaiki perekonomian negara masyarakat dikasih negara indonesia dibawah pemerintahan prabowo hebat indonesia makan bergizi gratis ekonomi indonesia surplus membelanjakan uang pajak rakyat makan bergizi gratis disamping pemerintah ngurusin investasi menurun lapangan pemerintah mengelak kalo angkatan indonesia kompeten,Positif,4,Negatif,0.7075213193893433
@adita6572,2026-04-13T22:24:43Z,0,"Betul tuh min ngomu, jika masa perang dunia 3 yang menolak food estate dan MBG akan diberlakukan seperti kampanye patriotic grow inggris masa perang dunia 2 nanti di lapangan sepakbola, trotoar bahkan balkon untuk tanam sendiri",True,lmcwEO9Lqe8,betul tuh min ngomu jika masa perang dunia yang menolak food estate dan mbg akan diberlakukan seperti kampanye patriotic grow inggris masa perang dunia nanti di lapangan sepakbola trotoar bahkan balkon untuk tanam sendiri,betul itu min ngomu jika masa perang dunia yang menolak food estate dan makan bergizi gratis akan diberlakukan seperti kampanye patriotic grow inggris masa perang dunia nanti di lapangan sepakbola trotoar bahkan balkon untuk tanam sendiri,min ngomu perang dunia menolak food estate makan bergizi gratis diberlakukan kampanye patriotic grow inggris perang dunia lapangan sepakbola trotoar balkon tanam,Negatif,1,Netral,0.9402890205383301
@SawiChibi,2026-04-13T18:07:21Z,0,MBG Baik hanya sedikit tidak masuk akal. Hanya menerapkan kebijakan Tidak ada reset mendalam. CARI MITRA DALAM PENGELOLAAN PUTAR RODA EKONOMI SECARA MAKSIMAL LELANG UNTUK MENGOLOA MBG SECARA INDIVENDEN,True,lmcwEO9Lqe8,mbg baik hanya sedikit tidak masuk akal hanya menerapkan kebijakan tidak ada reset mendalam cari mitra dalam pengelolaan putar roda ekonomi secara maksimal lelang untuk mengoloa mbg secara indivenden,makan bergizi gratis baik hanya sedikit tidak masuk akal hanya menerapkan kebijakan tidak ada reset mendalam cari mitra dalam pengelolaan putar roda ekonomi secara maksimal lelang untuk mengoloa makan bergizi gratis secara indivenden,makan bergizi gratis akal menerapkan kebijakan reset mendalam cari mitra pengelolaan putar roda ekonomi maksimal lelang mengoloa makan bergizi gratis indivenden,Netral,2,Netral,0.9724708199501038
